agent1,agent2,id,duration,total_duration,bond_type,time
19,59,11,13,16,'Sex',-21
20,63,12,11,14,'Sex',-21
21,69,13,14,17,'Sex',-21
22,47,14,16,19,'Sex',-21
24,9,15,12,15,'Sex',-21
29,57,20,17,20,'Sex',-21
31,10,21,10,13,'Sex',-21
34,40,23,11,14,'Sex',-21
39,4,26,16,19,'Sex',-21
42,77,28,8,11,'Sex',-21
43,22,29,4,7,'Sex',-21
52,2,32,11,14,'Sex',-21
62,86,37,7,10,'Sex',-21
68,92,40,19,22,'Sex',-21
71,94,42,7,10,'Sex',-21
73,27,43,0,3,'Sex',-21
75,66,44,18,21,'Sex',-21
82,38,50,0,3,'Sex',-21
83,11,51,12,15,'Sex',-21
84,72,52,10,13,'Sex',-21
98,82,55,7,10,'Sex',-21
5,53,57,6,9,'Sex',-21
32,68,62,7,10,'Sex',-21
34,50,63,10,13,'Sex',-21
41,99,65,7,10,'Sex',-21
52,25,66,19,22,'Sex',-21
79,70,71,20,23,'Sex',-21
81,73,72,0,3,'Sex',-21
5,28,75,3,6,'Sex',-21
6,8,76,14,17,'Sex',-21
58,54,79,15,18,'Sex',-21
20,52,82,20,23,'Sex',-21
6,55,84,5,6,'Sex',-21
12,65,85,1,2,'Sex',-21
14,94,86,14,15,'Sex',-21
17,42,87,1,2,'Sex',-21
20,57,88,2,3,'Sex',-21
26,77,89,14,15,'Sex',-21
32,40,90,5,6,'Sex',-21
35,77,91,1,2,'Sex',-21
43,35,92,1,2,'Sex',-21
47,32,93,0,1,'Sex',-21
49,41,94,3,4,'Sex',-21
56,81,95,21,22,'Sex',-21
58,89,96,19,20,'Sex',-21
80,88,97,12,13,'Sex',-21
83,45,98,2,3,'Sex',-21
84,80,99,1,2,'Sex',-21
85,92,100,7,8,'Sex',-21
90,96,101,1,2,'Sex',-21
20,43,102,1,2,'Sex',-21
26,56,103,20,21,'Sex',-21
58,14,104,1,2,'Sex',-21
83,64,105,14,15,'Sex',-21
26,49,106,0,1,'Sex',-21
58,33,107,16,17,'Sex',-21
4,21,1,16,21,'Sex',-19
5,39,2,5,10,'Sex',-19
10,74,6,16,21,'Sex',-19
11,60,7,2,7,'Sex',-19
13,67,9,17,22,'Sex',-19
19,59,11,11,16,'Sex',-19
20,63,12,9,14,'Sex',-19
21,69,13,12,17,'Sex',-19
22,47,14,14,19,'Sex',-19
24,9,15,10,15,'Sex',-19
29,57,20,15,20,'Sex',-19
31,10,21,8,13,'Sex',-19
34,40,23,9,14,'Sex',-19
39,4,26,14,19,'Sex',-19
42,77,28,6,11,'Sex',-19
43,22,29,2,7,'Sex',-19
52,2,32,9,14,'Sex',-19
62,86,37,5,10,'Sex',-19
68,92,40,17,22,'Sex',-19
71,94,42,5,10,'Sex',-19
75,66,44,16,21,'Sex',-19
83,11,51,10,15,'Sex',-19
84,72,52,8,13,'Sex',-19
98,82,55,5,10,'Sex',-19
5,53,57,4,9,'Sex',-19
32,68,62,5,10,'Sex',-19
34,50,63,8,13,'Sex',-19
41,99,65,5,10,'Sex',-19
52,25,66,17,22,'Sex',-19
79,70,71,18,23,'Sex',-19
5,28,75,1,6,'Sex',-19
6,8,76,12,17,'Sex',-19
58,54,79,13,18,'Sex',-19
20,52,82,18,23,'Sex',-19
6,55,84,3,6,'Sex',-19
14,94,86,12,15,'Sex',-19
20,57,88,0,3,'Sex',-19
26,77,89,12,15,'Sex',-19
32,40,90,3,6,'Sex',-19
49,41,94,1,4,'Sex',-19
56,81,95,19,22,'Sex',-19
58,89,96,17,20,'Sex',-19
80,88,97,10,13,'Sex',-19
83,45,98,0,3,'Sex',-19
85,92,100,5,8,'Sex',-19
26,56,103,18,21,'Sex',-19
83,64,105,12,15,'Sex',-19
58,33,107,14,17,'Sex',-19
7,29,109,0,2,'Sex',-19
38,6,111,19,21,'Sex',-19
54,84,112,7,9,'Sex',-19
58,85,113,4,6,'Sex',-19
64,69,114,17,19,'Sex',-19
75,37,115,0,2,'Sex',-19
76,69,116,20,22,'Sex',-19
79,34,117,0,2,'Sex',-19
83,96,118,6,8,'Sex',-19
24,54,120,0,2,'Sex',-19
38,20,121,13,15,'Sex',-19
3,81,122,0,1,'Sex',-19
21,58,123,1,2,'Sex',-19
26,29,124,0,1,'Sex',-19
27,1,125,21,22,'Sex',-19
38,31,126,1,2,'Sex',-19
47,21,127,1,2,'Sex',-19
73,79,128,2,3,'Sex',-19
73,60,129,12,13,'Sex',-19
4,21,1,7,21,'Sex',-10
10,74,6,7,21,'Sex',-10
13,67,9,8,22,'Sex',-10
19,59,11,2,16,'Sex',-10
20,63,12,0,14,'Sex',-10
21,69,13,3,17,'Sex',-10
22,47,14,5,19,'Sex',-10
24,9,15,1,15,'Sex',-10
29,57,20,6,20,'Sex',-10
34,40,23,0,14,'Sex',-10
39,4,26,5,19,'Sex',-10
52,2,32,0,14,'Sex',-10
68,92,40,8,22,'Sex',-10
75,66,44,7,21,'Sex',-10
83,11,51,1,15,'Sex',-10
52,25,66,8,22,'Sex',-10
79,70,71,9,23,'Sex',-10
6,8,76,3,17,'Sex',-10
58,54,79,4,18,'Sex',-10
20,52,82,9,23,'Sex',-10
14,94,86,3,15,'Sex',-10
26,77,89,3,15,'Sex',-10
56,81,95,10,22,'Sex',-10
58,89,96,8,20,'Sex',-10
80,88,97,1,13,'Sex',-10
26,56,103,9,21,'Sex',-10
83,64,105,3,15,'Sex',-10
58,33,107,5,17,'Sex',-10
38,6,111,10,21,'Sex',-10
64,69,114,8,19,'Sex',-10
76,69,116,11,22,'Sex',-10
38,20,121,4,15,'Sex',-10
27,1,125,12,22,'Sex',-10
73,60,129,3,13,'Sex',-10
6,43,130,13,22,'Sex',-10
12,43,131,0,9,'Sex',-10
15,35,132,1,10,'Sex',-10
17,0,133,11,20,'Sex',-10
90,75,136,14,23,'Sex',-10
29,16,143,6,14,'Sex',-10
5,29,146,15,22,'Sex',-10
28,24,149,4,11,'Sex',-10
49,83,152,2,9,'Sex',-10
7,64,154,1,7,'Sex',-10
79,90,156,9,15,'Sex',-10
55,97,161,14,19,'Sex',-10
21,5,167,14,18,'Sex',-10
41,53,168,18,22,'Sex',-10
58,79,169,2,6,'Sex',-10
9,21,170,0,3,'Sex',-10
17,7,171,3,6,'Sex',-10
19,99,172,7,10,'Sex',-10
23,93,173,20,23,'Sex',-10
28,39,175,13,16,'Sex',-10
37,17,177,7,10,'Sex',-10
47,77,178,3,6,'Sex',-10
50,59,180,6,9,'Sex',-10
51,28,181,20,23,'Sex',-10
53,31,182,17,20,'Sex',-10
70,98,184,13,16,'Sex',-10
78,93,187,4,7,'Sex',-10
93,99,190,20,23,'Sex',-10
95,43,191,5,8,'Sex',-10
100,71,193,15,18,'Sex',-10
78,86,199,19,22,'Sex',-10
19,44,200,1,4,'Sex',-10
70,25,201,1,4,'Sex',-10
96,95,203,0,2,'Sex',-10
51,48,204,1,2,'Sex',-10
4,21,1,14,21,'Sex',-17
5,39,2,3,10,'Sex',-17
10,74,6,14,21,'Sex',-17
11,60,7,0,7,'Sex',-17
13,67,9,15,22,'Sex',-17
19,59,11,9,16,'Sex',-17
20,63,12,7,14,'Sex',-17
21,69,13,10,17,'Sex',-17
22,47,14,12,19,'Sex',-17
24,9,15,8,15,'Sex',-17
29,57,20,13,20,'Sex',-17
31,10,21,6,13,'Sex',-17
34,40,23,7,14,'Sex',-17
39,4,26,12,19,'Sex',-17
42,77,28,4,11,'Sex',-17
43,22,29,0,7,'Sex',-17
52,2,32,7,14,'Sex',-17
62,86,37,3,10,'Sex',-17
68,92,40,15,22,'Sex',-17
71,94,42,3,10,'Sex',-17
75,66,44,14,21,'Sex',-17
83,11,51,8,15,'Sex',-17
84,72,52,6,13,'Sex',-17
98,82,55,3,10,'Sex',-17
5,53,57,2,9,'Sex',-17
32,68,62,3,10,'Sex',-17
34,50,63,6,13,'Sex',-17
41,99,65,3,10,'Sex',-17
52,25,66,15,22,'Sex',-17
79,70,71,16,23,'Sex',-17
6,8,76,10,17,'Sex',-17
58,54,79,11,18,'Sex',-17
20,52,82,16,23,'Sex',-17
6,55,84,1,6,'Sex',-17
14,94,86,10,15,'Sex',-17
26,77,89,10,15,'Sex',-17
32,40,90,1,6,'Sex',-17
56,81,95,17,22,'Sex',-17
58,89,96,15,20,'Sex',-17
80,88,97,8,13,'Sex',-17
85,92,100,3,8,'Sex',-17
26,56,103,16,21,'Sex',-17
83,64,105,10,15,'Sex',-17
58,33,107,12,17,'Sex',-17
38,6,111,17,21,'Sex',-17
54,84,112,5,9,'Sex',-17
58,85,113,2,6,'Sex',-17
64,69,114,15,19,'Sex',-17
76,69,116,18,22,'Sex',-17
83,96,118,4,8,'Sex',-17
38,20,121,11,15,'Sex',-17
27,1,125,19,22,'Sex',-17
73,79,128,0,3,'Sex',-17
73,60,129,10,13,'Sex',-17
6,43,130,20,22,'Sex',-17
12,43,131,7,9,'Sex',-17
15,35,132,8,10,'Sex',-17
17,0,133,18,20,'Sex',-17
90,75,136,21,23,'Sex',-17
97,96,138,1,3,'Sex',-17
7,35,139,0,1,'Sex',-17
20,81,140,0,1,'Sex',-17
24,43,141,3,4,'Sex',-17
26,38,142,1,2,'Sex',-17
29,16,143,13,14,'Sex',-17
83,81,144,1,2,'Sex',-17
4,21,1,13,21,'Sex',-16
5,39,2,2,10,'Sex',-16
10,74,6,13,21,'Sex',-16
13,67,9,14,22,'Sex',-16
19,59,11,8,16,'Sex',-16
20,63,12,6,14,'Sex',-16
21,69,13,9,17,'Sex',-16
22,47,14,11,19,'Sex',-16
24,9,15,7,15,'Sex',-16
29,57,20,12,20,'Sex',-16
31,10,21,5,13,'Sex',-16
34,40,23,6,14,'Sex',-16
39,4,26,11,19,'Sex',-16
42,77,28,3,11,'Sex',-16
52,2,32,6,14,'Sex',-16
62,86,37,2,10,'Sex',-16
68,92,40,14,22,'Sex',-16
71,94,42,2,10,'Sex',-16
75,66,44,13,21,'Sex',-16
83,11,51,7,15,'Sex',-16
84,72,52,5,13,'Sex',-16
98,82,55,2,10,'Sex',-16
5,53,57,1,9,'Sex',-16
32,68,62,2,10,'Sex',-16
34,50,63,5,13,'Sex',-16
41,99,65,2,10,'Sex',-16
52,25,66,14,22,'Sex',-16
79,70,71,15,23,'Sex',-16
6,8,76,9,17,'Sex',-16
58,54,79,10,18,'Sex',-16
20,52,82,15,23,'Sex',-16
6,55,84,0,6,'Sex',-16
14,94,86,9,15,'Sex',-16
26,77,89,9,15,'Sex',-16
32,40,90,0,6,'Sex',-16
56,81,95,16,22,'Sex',-16
58,89,96,14,20,'Sex',-16
80,88,97,7,13,'Sex',-16
85,92,100,2,8,'Sex',-16
26,56,103,15,21,'Sex',-16
83,64,105,9,15,'Sex',-16
58,33,107,11,17,'Sex',-16
38,6,111,16,21,'Sex',-16
54,84,112,4,9,'Sex',-16
58,85,113,1,6,'Sex',-16
64,69,114,14,19,'Sex',-16
76,69,116,17,22,'Sex',-16
83,96,118,3,8,'Sex',-16
38,20,121,10,15,'Sex',-16
27,1,125,18,22,'Sex',-16
73,60,129,9,13,'Sex',-16
6,43,130,19,22,'Sex',-16
12,43,131,6,9,'Sex',-16
15,35,132,7,10,'Sex',-16
17,0,133,17,20,'Sex',-16
90,75,136,20,23,'Sex',-16
97,96,138,0,3,'Sex',-16
24,43,141,2,4,'Sex',-16
26,38,142,0,2,'Sex',-16
29,16,143,12,14,'Sex',-16
83,81,144,0,2,'Sex',-16
3,73,145,0,1,'Sex',-16
5,29,146,21,22,'Sex',-16
21,87,147,1,2,'Sex',-16
24,27,148,0,1,'Sex',-16
28,24,149,10,11,'Sex',-16
41,98,150,1,2,'Sex',-16
47,59,151,0,1,'Sex',-16
49,83,152,8,9,'Sex',-16
58,28,153,0,1,'Sex',-16
4,21,1,8,21,'Sex',-11
10,74,6,8,21,'Sex',-11
13,67,9,9,22,'Sex',-11
19,59,11,3,16,'Sex',-11
20,63,12,1,14,'Sex',-11
21,69,13,4,17,'Sex',-11
22,47,14,6,19,'Sex',-11
24,9,15,2,15,'Sex',-11
29,57,20,7,20,'Sex',-11
31,10,21,0,13,'Sex',-11
34,40,23,1,14,'Sex',-11
39,4,26,6,19,'Sex',-11
52,2,32,1,14,'Sex',-11
68,92,40,9,22,'Sex',-11
75,66,44,8,21,'Sex',-11
83,11,51,2,15,'Sex',-11
84,72,52,0,13,'Sex',-11
34,50,63,0,13,'Sex',-11
52,25,66,9,22,'Sex',-11
79,70,71,10,23,'Sex',-11
6,8,76,4,17,'Sex',-11
58,54,79,5,18,'Sex',-11
20,52,82,10,23,'Sex',-11
14,94,86,4,15,'Sex',-11
26,77,89,4,15,'Sex',-11
56,81,95,11,22,'Sex',-11
58,89,96,9,20,'Sex',-11
80,88,97,2,13,'Sex',-11
26,56,103,10,21,'Sex',-11
83,64,105,4,15,'Sex',-11
58,33,107,6,17,'Sex',-11
38,6,111,11,21,'Sex',-11
64,69,114,9,19,'Sex',-11
76,69,116,12,22,'Sex',-11
38,20,121,5,15,'Sex',-11
27,1,125,13,22,'Sex',-11
73,60,129,4,13,'Sex',-11
6,43,130,14,22,'Sex',-11
12,43,131,1,9,'Sex',-11
15,35,132,2,10,'Sex',-11
17,0,133,12,20,'Sex',-11
90,75,136,15,23,'Sex',-11
29,16,143,7,14,'Sex',-11
5,29,146,16,22,'Sex',-11
28,24,149,5,11,'Sex',-11
49,83,152,3,9,'Sex',-11
7,64,154,2,7,'Sex',-11
79,90,156,10,15,'Sex',-11
3,6,157,0,4,'Sex',-11
55,97,161,15,19,'Sex',-11
21,5,167,15,18,'Sex',-11
41,53,168,19,22,'Sex',-11
58,79,169,3,6,'Sex',-11
9,21,170,1,3,'Sex',-11
17,7,171,4,6,'Sex',-11
19,99,172,8,10,'Sex',-11
23,93,173,21,23,'Sex',-11
25,62,174,0,2,'Sex',-11
28,39,175,14,16,'Sex',-11
31,44,176,0,2,'Sex',-11
37,17,177,8,10,'Sex',-11
47,77,178,4,6,'Sex',-11
48,37,179,0,2,'Sex',-11
50,59,180,7,9,'Sex',-11
51,28,181,21,23,'Sex',-11
53,31,182,18,20,'Sex',-11
60,91,183,0,2,'Sex',-11
70,98,184,14,16,'Sex',-11
71,77,185,0,2,'Sex',-11
76,41,186,0,2,'Sex',-11
78,93,187,5,7,'Sex',-11
82,85,188,0,2,'Sex',-11
86,71,189,0,2,'Sex',-11
93,99,190,21,23,'Sex',-11
95,43,191,6,8,'Sex',-11
100,71,193,16,18,'Sex',-11
19,50,195,0,2,'Sex',-11
25,9,196,0,2,'Sex',-11
70,71,198,0,2,'Sex',-11
78,86,199,20,22,'Sex',-11
19,44,200,2,4,'Sex',-11
70,25,201,2,4,'Sex',-11
42,97,202,0,1,'Sex',-11
96,95,203,1,2,'Sex',-11
4,21,1,15,21,'Sex',-18
5,39,2,4,10,'Sex',-18
10,74,6,15,21,'Sex',-18
11,60,7,1,7,'Sex',-18
13,67,9,16,22,'Sex',-18
19,59,11,10,16,'Sex',-18
20,63,12,8,14,'Sex',-18
21,69,13,11,17,'Sex',-18
22,47,14,13,19,'Sex',-18
24,9,15,9,15,'Sex',-18
29,57,20,14,20,'Sex',-18
31,10,21,7,13,'Sex',-18
34,40,23,8,14,'Sex',-18
39,4,26,13,19,'Sex',-18
42,77,28,5,11,'Sex',-18
43,22,29,1,7,'Sex',-18
52,2,32,8,14,'Sex',-18
62,86,37,4,10,'Sex',-18
68,92,40,16,22,'Sex',-18
71,94,42,4,10,'Sex',-18
75,66,44,15,21,'Sex',-18
83,11,51,9,15,'Sex',-18
84,72,52,7,13,'Sex',-18
98,82,55,4,10,'Sex',-18
5,53,57,3,9,'Sex',-18
32,68,62,4,10,'Sex',-18
34,50,63,7,13,'Sex',-18
41,99,65,4,10,'Sex',-18
52,25,66,16,22,'Sex',-18
79,70,71,17,23,'Sex',-18
5,28,75,0,6,'Sex',-18
6,8,76,11,17,'Sex',-18
58,54,79,12,18,'Sex',-18
20,52,82,17,23,'Sex',-18
6,55,84,2,6,'Sex',-18
14,94,86,11,15,'Sex',-18
26,77,89,11,15,'Sex',-18
32,40,90,2,6,'Sex',-18
49,41,94,0,4,'Sex',-18
56,81,95,18,22,'Sex',-18
58,89,96,16,20,'Sex',-18
80,88,97,9,13,'Sex',-18
85,92,100,4,8,'Sex',-18
26,56,103,17,21,'Sex',-18
83,64,105,11,15,'Sex',-18
58,33,107,13,17,'Sex',-18
38,6,111,18,21,'Sex',-18
54,84,112,6,9,'Sex',-18
58,85,113,3,6,'Sex',-18
64,69,114,16,19,'Sex',-18
76,69,116,19,22,'Sex',-18
83,96,118,5,8,'Sex',-18
38,20,121,12,15,'Sex',-18
21,58,123,0,2,'Sex',-18
27,1,125,20,22,'Sex',-18
38,31,126,0,2,'Sex',-18
47,21,127,0,2,'Sex',-18
73,79,128,1,3,'Sex',-18
73,60,129,11,13,'Sex',-18
6,43,130,21,22,'Sex',-18
12,43,131,8,9,'Sex',-18
15,35,132,9,10,'Sex',-18
17,0,133,19,20,'Sex',-18
24,3,134,0,1,'Sex',-18
59,47,135,0,1,'Sex',-18
90,75,136,22,23,'Sex',-18
96,17,137,0,1,'Sex',-18
97,96,138,2,3,'Sex',-18
4,21,1,17,21,'Sex',-20
5,39,2,6,10,'Sex',-20
9,15,5,0,4,'Sex',-20
10,74,6,17,21,'Sex',-20
11,60,7,3,7,'Sex',-20
13,67,9,18,22,'Sex',-20
19,59,11,12,16,'Sex',-20
20,63,12,10,14,'Sex',-20
21,69,13,13,17,'Sex',-20
22,47,14,15,19,'Sex',-20
24,9,15,11,15,'Sex',-20
29,57,20,16,20,'Sex',-20
31,10,21,9,13,'Sex',-20
34,40,23,10,14,'Sex',-20
39,4,26,15,19,'Sex',-20
42,77,28,7,11,'Sex',-20
43,22,29,3,7,'Sex',-20
52,2,32,10,14,'Sex',-20
62,86,37,6,10,'Sex',-20
68,92,40,18,22,'Sex',-20
71,94,42,6,10,'Sex',-20
75,66,44,17,21,'Sex',-20
83,11,51,11,15,'Sex',-20
84,72,52,9,13,'Sex',-20
98,82,55,6,10,'Sex',-20
5,53,57,5,9,'Sex',-20
32,68,62,6,10,'Sex',-20
34,50,63,9,13,'Sex',-20
41,99,65,6,10,'Sex',-20
52,25,66,18,22,'Sex',-20
79,70,71,19,23,'Sex',-20
5,28,75,2,6,'Sex',-20
6,8,76,13,17,'Sex',-20
58,54,79,14,18,'Sex',-20
20,52,82,19,23,'Sex',-20
6,55,84,4,6,'Sex',-20
12,65,85,0,2,'Sex',-20
14,94,86,13,15,'Sex',-20
17,42,87,0,2,'Sex',-20
20,57,88,1,3,'Sex',-20
26,77,89,13,15,'Sex',-20
32,40,90,4,6,'Sex',-20
35,77,91,0,2,'Sex',-20
43,35,92,0,2,'Sex',-20
49,41,94,2,4,'Sex',-20
56,81,95,20,22,'Sex',-20
58,89,96,18,20,'Sex',-20
80,88,97,11,13,'Sex',-20
83,45,98,1,3,'Sex',-20
84,80,99,0,2,'Sex',-20
85,92,100,6,8,'Sex',-20
90,96,101,0,2,'Sex',-20
20,43,102,0,2,'Sex',-20
26,56,103,19,21,'Sex',-20
58,14,104,0,2,'Sex',-20
83,64,105,13,15,'Sex',-20
58,33,107,15,17,'Sex',-20
6,17,108,0,1,'Sex',-20
7,29,109,1,2,'Sex',-20
24,59,110,0,1,'Sex',-20
38,6,111,20,21,'Sex',-20
54,84,112,8,9,'Sex',-20
58,85,113,5,6,'Sex',-20
64,69,114,18,19,'Sex',-20
75,37,115,1,2,'Sex',-20
76,69,116,21,22,'Sex',-20
79,34,117,1,2,'Sex',-20
83,96,118,7,8,'Sex',-20
97,96,119,0,1,'Sex',-20
24,54,120,1,2,'Sex',-20
38,20,121,14,15,'Sex',-20
35,18,327,0,18,'Sex',20
41,44,335,0,18,'Sex',20
21,35,338,4,21,'Sex',20
11,8,344,7,23,'Sex',20
82,45,351,5,21,'Sex',20
19,56,362,4,18,'Sex',20
24,59,364,4,18,'Sex',20
77,61,386,5,16,'Sex',20
101,19,387,10,21,'Sex',20
21,15,390,11,21,'Sex',20
78,12,393,6,16,'Sex',20
6,52,399,9,18,'Sex',20
20,52,404,12,21,'Sex',20
26,39,407,11,20,'Sex',20
45,18,411,0,9,'Sex',20
53,101,413,10,19,'Sex',20
55,7,414,9,18,'Sex',20
72,93,417,1,10,'Sex',20
76,96,418,11,20,'Sex',20
90,99,420,6,15,'Sex',20
93,22,422,14,23,'Sex',20
20,72,426,10,19,'Sex',20
53,49,430,7,16,'Sex',20
26,38,436,12,21,'Sex',20
24,102,437,2,10,'Sex',20
63,23,438,0,8,'Sex',20
12,2,445,4,11,'Sex',20
13,22,446,4,11,'Sex',20
31,99,447,2,9,'Sex',20
42,87,448,9,16,'Sex',20
43,77,449,1,8,'Sex',20
51,13,450,12,19,'Sex',20
44,79,455,1,7,'Sex',20
51,42,456,9,15,'Sex',20
54,43,457,4,10,'Sex',20
87,99,459,1,7,'Sex',20
92,99,460,1,7,'Sex',20
92,63,461,3,9,'Sex',20
5,44,462,11,16,'Sex',20
26,102,467,0,5,'Sex',20
28,31,468,4,9,'Sex',20
75,92,471,2,7,'Sex',20
96,92,473,16,21,'Sex',20
1,75,474,0,4,'Sex',20
16,53,475,9,13,'Sex',20
38,51,477,3,7,'Sex',20
39,38,478,1,5,'Sex',20
50,84,480,0,4,'Sex',20
65,6,481,0,4,'Sex',20
80,75,482,4,8,'Sex',20
87,80,483,16,20,'Sex',20
97,84,484,7,11,'Sex',20
98,28,485,9,13,'Sex',20
11,91,488,13,16,'Sex',20
25,53,489,6,9,'Sex',20
54,65,492,8,11,'Sex',20
94,65,493,8,11,'Sex',20
4,102,495,9,11,'Sex',20
7,42,496,21,23,'Sex',20
10,16,497,2,4,'Sex',20
26,87,498,2,4,'Sex',20
51,56,499,12,14,'Sex',20
66,95,500,11,13,'Sex',20
68,103,501,0,2,'Sex',20
101,39,502,7,9,'Sex',20
2,86,503,6,7,'Sex',20
10,25,504,3,4,'Sex',20
11,68,505,8,9,'Sex',20
37,2,506,0,1,'Sex',20
47,10,507,14,15,'Sex',20
65,86,508,7,8,'Sex',20
70,98,509,3,4,'Sex',20
87,96,510,0,1,'Sex',20
95,37,511,8,9,'Sex',20
33,70,256,0,22,'Sex',18
17,83,270,1,21,'Sex',18
11,41,306,0,19,'Sex',18
35,18,327,2,18,'Sex',18
41,44,335,2,18,'Sex',18
21,35,338,6,21,'Sex',18
11,8,344,9,23,'Sex',18
40,67,348,1,15,'Sex',18
82,45,351,7,21,'Sex',18
19,56,362,6,18,'Sex',18
24,59,364,6,18,'Sex',18
77,61,386,7,16,'Sex',18
101,19,387,12,21,'Sex',18
21,15,390,13,21,'Sex',18
78,12,393,8,16,'Sex',18
95,86,396,0,8,'Sex',18
6,52,399,11,18,'Sex',18
12,49,402,1,8,'Sex',18
20,52,404,14,21,'Sex',18
26,39,407,13,20,'Sex',18
45,18,411,2,9,'Sex',18
53,101,413,12,19,'Sex',18
55,7,414,11,18,'Sex',18
65,79,415,0,7,'Sex',18
72,93,417,3,10,'Sex',18
76,96,418,13,20,'Sex',18
90,99,420,8,15,'Sex',18
93,22,422,16,23,'Sex',18
96,94,424,1,8,'Sex',18
98,10,425,0,7,'Sex',18
20,72,426,12,19,'Sex',18
53,49,430,9,16,'Sex',18
26,38,436,14,21,'Sex',18
24,102,437,4,10,'Sex',18
63,23,438,2,8,'Sex',18
12,2,445,6,11,'Sex',18
13,22,446,6,11,'Sex',18
31,99,447,4,9,'Sex',18
42,87,448,11,16,'Sex',18
43,77,449,3,8,'Sex',18
51,13,450,14,19,'Sex',18
44,79,455,3,7,'Sex',18
51,42,456,11,15,'Sex',18
54,43,457,6,10,'Sex',18
87,99,459,3,7,'Sex',18
92,99,460,3,7,'Sex',18
92,63,461,5,9,'Sex',18
5,44,462,13,16,'Sex',18
26,102,467,2,5,'Sex',18
28,31,468,6,9,'Sex',18
75,92,471,4,7,'Sex',18
86,93,472,0,3,'Sex',18
96,92,473,18,21,'Sex',18
1,75,474,2,4,'Sex',18
16,53,475,11,13,'Sex',18
38,51,477,5,7,'Sex',18
39,38,478,3,5,'Sex',18
50,84,480,2,4,'Sex',18
65,6,481,2,4,'Sex',18
80,75,482,6,8,'Sex',18
87,80,483,18,20,'Sex',18
97,84,484,9,11,'Sex',18
98,28,485,11,13,'Sex',18
2,87,486,0,1,'Sex',18
7,49,487,1,2,'Sex',18
11,91,488,15,16,'Sex',18
25,53,489,8,9,'Sex',18
37,98,490,0,1,'Sex',18
42,47,491,0,1,'Sex',18
54,65,492,10,11,'Sex',18
94,65,493,10,11,'Sex',18
102,54,494,0,1,'Sex',18
11,8,344,0,23,'Sex',27
101,19,387,3,21,'Sex',27
21,15,390,4,21,'Sex',27
6,52,399,2,18,'Sex',27
20,52,404,5,21,'Sex',27
26,39,407,4,20,'Sex',27
53,101,413,3,19,'Sex',27
55,7,414,2,18,'Sex',27
76,96,418,4,20,'Sex',27
93,22,422,7,23,'Sex',27
20,72,426,3,19,'Sex',27
53,49,430,0,16,'Sex',27
26,38,436,5,21,'Sex',27
42,87,448,2,16,'Sex',27
51,13,450,5,19,'Sex',27
51,42,456,2,15,'Sex',27
5,44,462,4,16,'Sex',27
96,92,473,9,21,'Sex',27
16,53,475,2,13,'Sex',27
87,80,483,9,20,'Sex',27
97,84,484,0,11,'Sex',27
98,28,485,2,13,'Sex',27
11,91,488,6,16,'Sex',27
54,65,492,1,11,'Sex',27
94,65,493,1,11,'Sex',27
4,102,495,2,11,'Sex',27
7,42,496,14,23,'Sex',27
51,56,499,5,14,'Sex',27
66,95,500,4,13,'Sex',27
101,39,502,0,9,'Sex',27
11,68,505,1,9,'Sex',27
47,10,507,7,15,'Sex',27
65,86,508,0,8,'Sex',27
95,37,511,1,9,'Sex',27
49,40,515,3,10,'Sex',27
1,49,517,1,7,'Sex',27
18,98,518,9,15,'Sex',27
23,95,519,9,15,'Sex',27
26,11,520,8,14,'Sex',27
41,65,521,0,6,'Sex',27
87,90,524,5,11,'Sex',27
96,47,525,14,20,'Sex',27
77,96,532,3,8,'Sex',27
99,79,534,6,11,'Sex',27
4,43,535,5,9,'Sex',27
6,21,536,0,4,'Sex',27
8,52,537,10,14,'Sex',27
34,67,540,15,19,'Sex',27
38,48,542,16,20,'Sex',27
41,40,544,1,5,'Sex',27
64,70,549,16,20,'Sex',27
67,74,551,16,20,'Sex',27
73,36,554,5,9,'Sex',27
74,43,555,12,16,'Sex',27
83,84,558,19,23,'Sex',27
84,67,559,14,18,'Sex',27
85,66,560,7,11,'Sex',27
89,91,562,17,21,'Sex',27
83,89,565,18,22,'Sex',27
89,88,566,3,7,'Sex',27
1,50,567,0,3,'Sex',27
86,79,568,12,15,'Sex',27
98,66,569,18,21,'Sex',27
19,36,570,0,2,'Sex',27
43,86,575,4,6,'Sex',27
50,21,576,2,4,'Sex',27
54,19,577,7,9,'Sex',27
57,52,578,1,3,'Sex',27
59,28,579,0,2,'Sex',27
71,91,580,0,2,'Sex',27
75,73,581,9,11,'Sex',27
100,46,582,0,2,'Sex',27
27,35,583,0,1,'Sex',27
38,54,584,1,2,'Sex',27
45,100,585,0,1,'Sex',27
61,64,586,0,1,'Sex',27
62,61,587,1,2,'Sex',27
71,43,588,1,2,'Sex',27
75,41,589,1,2,'Sex',27
82,71,590,20,21,'Sex',27
89,69,591,8,9,'Sex',27
91,62,592,0,1,'Sex',27
97,89,593,0,1,'Sex',27
103,27,594,0,1,'Sex',27
45,6,595,9,10,'Sex',27
23,93,173,1,23,'Sex',9
51,28,181,1,23,'Sex',9
93,99,190,1,23,'Sex',9
78,86,199,0,22,'Sex',9
60,53,211,2,21,'Sex',9
19,60,225,5,22,'Sex',9
50,25,229,3,20,'Sex',9
